,conversation_id,id,username,tweet,created_at,label,accuracy,anger,fear,happy,love,sadness
0,1546579618794090496,1546579863242297088,5454annisa,"Berkaca dari kejadian-kejadian sebelumnya, gue rasa KAI emang BARU MAU BERBENAH kalo udah ada PRESSURE. Gue bikin thread ini jujur karena KECEWA bngt sama KAI, kejadian ini boleh dijadiin pelajaran ya buat tmn-tmn semua.",2022-07-11 19:39:08+00:00,sadness,0.9438570737838750,0.556475327089726,0.13822765317251700,0.14960131852084400,0.16784116994545200,0.7793854757665040
1,1546579618794090496,1546580501363691520,5454annisa,Peristiwa PENCURIAN ini terjadi tgl 10 Juli 2022 di KA KALIGUNG gerbong ekonomi-4 seat 14C sekitar jam 06.20 WIB.,2022-07-11 19:41:40+00:00,sadness,0.49642032384872400,0.32469042763385600,0.6259429548758940,0.13730837616142000,0.1566121336561610,0.5889846430051630
2,1546579618794090496,1546580992709668864,5454annisa,Gue naik KA Kaligung keberangkatan dari Stasiun Semarang Poncol jam 05.00 WIB dengan tujuan Stasiun Pemalang jam 06.50 WIB. https://t.co/hFOxQbLndW,2022-07-11 19:43:37+00:00,happy,0.9878883957862850,0.2894030604249200,0.2201388706041190,0.7619163613992020,0.18207385004339500,0.32140038184579100
3,1546579618794090496,1546581188126523392,5454annisa,"Gue sekarang sadar kalau gue SALAH BESAR dengan nganggap Kereta Api adalah mode transportasi yang aman, kenyataannya tetep aja gue jadi korban PENCURIAN DI DALAM KERETA API.",2022-07-11 19:44:23+00:00,sadness,0.9992197751998900,0.11997917246964100,0.3644235963889940,0.16227417424684400,0.21556867213507800,0.9681036709220870
4,1546579618794090496,1546581281340739584,5454annisa,Gue mau cerita dari awal banget supaya bisa mudah ditarik benang merahnya apa aja yg menurut gue salah &amp; HARUS DIPERBAIKI.,2022-07-11 19:44:46+00:00,happy,0.784983217716217,0.07795966768736150,0.40662194741479400,0.6298807851621620,0.24770334860098700,0.4642348513614120
5,1546579618794090496,1546581618034221056,5454annisa,Dari sini aja prosedurnya udah SALAH dan bener-bener nunjukin PT KAI SAMA SEKALI GA SERIUS TERHADAP KEAMANAN PENUMPANG.,2022-07-11 19:46:06+00:00,anger,0.999589741230011,0.9502645590453130,0.17581997815518100,0.19120921106060300,0.23081094979365000,0.22161111190461400
6,1546579618794090496,1546582083148976128,5454annisa,"Di garda terdepan, KAI udah terang-terangan melanggar aturannya sendiri. https://t.co/vrVGrX6g93",2022-07-11 19:47:57+00:00,anger,0.9970617890357970,0.8916946922423110,0.20378567732252400,0.13639489693190900,0.20244392224402600,0.38330366664335600
7,1546579618794090496,1546582430596808704,5454annisa,"Lalu saat udah berada di kabin penumpang, gue saat itu bawa 2 tas: 1 ransel hitam isinya ada laptop + toolsnya, HP + toolsnya, hardisk eksternal 500 GB, flashdisk 8GB, skincare, makeup, dan kunci kos ; 1 tas kecil warna hijau isinya HP+charger, dompet, dan powerbank.",2022-07-11 19:49:20+00:00,happy,0.9513804912567140,0.18308724951189000,0.2413430974322830,0.7254639871225160,0.16348734255554300,0.44199599444037100
8,1546579618794090496,1546582575317073920,5454annisa,"Kondisi gerbong ekonomi-4 saat itu cukup lengang, total penumpangnya ga sampai setengah kapasitas gerbong lah. Gue bersikap seperti penumpang lain pada umumnya, saat sampe seat, gue taruh tas ransel hitam DI TEMPAT YG SEHARUSNYA, di bagasi yg posisinya ada di atas seat.",2022-07-11 19:49:54+00:00,sadness,0.999764621257782,0.18677557430821200,0.177164543610977,0.23457702356472100,0.2059521256703360,0.9894050715694980
9,1546579618794090496,1546582828535533568,5454annisa,"FYI bentukan bagasinya begini, jadi emang barangnya ga kelihatan samsek dari bawah (seat) dan juga ga ada sekat dari depan sampe belakang, jadi mudah aja kalau mau geser barang ke arah seat belakang/depan tanpa harus ngeluarin barangnya dulu dari bagasi. https://t.co/3JMzuf6LG1",2022-07-11 19:50:55+00:00,happy,0.9986133575439450,0.3090687779968950,0.2011479208585720,0.8885398812109480,0.15534194078509200,0.17899818057080000
10,1546579618794090496,1546582890829344768,5454annisa,Sedangkan tas kecil warna hijau gue taruh di seat sebelah gue yg masih kosong.,2022-07-11 19:51:09+00:00,sadness,0.9991773962974550,0.15993574469264800,0.2742775876055460,0.2599583155954100,0.19308556106602700,0.9199607379062530
11,1546579618794090496,1546583209269268480,5454annisa,"SEBATAS ITU. Coba bayangin, ada berapa penumpang gelap yg lolos dari pengawasan kondektur selaku penanggung jawab perjalanan KA?",2022-07-11 19:52:25+00:00,fear,0.9792393445968630,0.4711508719218150,0.8300687129783880,0.15220230928524200,0.15781350287341100,0.2526028789962410
12,1546579618794090496,1546583249555582976,5454annisa,"Coba bayangin, ADA BERAPA MALING DI DALAM KABIN YG BISA DENGAN BEBAS NYOLONG BARANG PENUMPANG TANPA HARUS DIKETAHUI IDENTITASNYA OLEH (YG KATANYA) PENANGGUNG JAWAB PERJALANAN???",2022-07-11 19:52:35+00:00,anger,0.9988266825675960,0.9016867018179960,0.2898585012767750,0.1994256492917670,0.18614403052215900,0.23844707697673400
13,1546579618794090496,1546583486382743552,5454annisa,"di bagasi. Saat gue mau ambil, tas gue udah ga ada, gue masih positive thinking mikir mungkin kegeser ke belakang atau ke depan saat KA bergerak, kebetulan di bagasi bagian belakang ada tas hitam juga, gue bergerak mastiin itu tas gue atau bukan, TERNYATA BUKAN tas gue, gue-",2022-07-11 19:53:31+00:00,fear,0.9994727969169620,0.18866904273509800,0.9906786882236610,0.20582499298671300,0.2107443566075640,0.22801531637162900
14,1546579618794090496,1546583529831534592,5454annisa,"coba juga mastiin ke bagasi bagian depan, FIX TAS GUE HILANG!!",2022-07-11 19:53:42+00:00,anger,0.9955559372901920,0.8710430002506320,0.43382895702730900,0.20037622296456800,0.19170340327725000,0.08640609980452420
15,1546579618794090496,1546583665961889792,5454annisa,"Di gerbong yg sama dengan gue, ada POLSUSKA (POLISI KHUSUS KERETA API) duduk di seat bagian belakang, sebut aja Bapak A. Melihat gue kebingungan nyari tas, Bapak A ngehampirin gue dan tanya ""Mbak cari apa?"", gue jawab ""saya cari tas pak, saya taruh di bagasi sebelah sini,-",2022-07-11 19:54:14+00:00,fear,0.7928528189659120,0.37121068046940000,0.6236484562260060,0.4824255648961950,0.15656176232118200,0.1646614857339680
16,1546579618794090496,1546583762514784512,5454annisa,"tapi sekarang udah ga ada"", Bapak A mastiin ""Mbak tadi tidur? Sadar gak kalau ada yg bawa tas mbak?"", gue jawab ""saya ga tidur pak, gak ngeh juga kalau ada yg diem-diem bawa tas saya"", gue di sini dalam keadaan panik sambil-",2022-07-11 19:54:37+00:00,fear,0.9995490908622740,0.2025659125141890,0.9929635601414790,0.20938626900814100,0.2526123185104980,0.15983421815050300
17,1546579618794090496,1546583795599519488,5454annisa,"ngedumel juga dalam hati ""ya kalau gue ngeh otomatis gue teriakin maling lah"".",2022-07-11 19:54:45+00:00,sadness,0.9992375373840330,0.2802338175048940,0.2516538906331410,0.13356983516432900,0.22815217853632200,0.9290925713054270
18,1546579618794090496,1546583866919362560,5454annisa,"Ada 1 orang penumpang yang duduk di seat 13A bilang ""mungkin penumpang yg tadi di sini mbak (sambil nunjuk seat 13D), dia tadi turun di (Stasiun) Pekalongan dan ngambil barang dari bagasi, kalau ga salah tas hitam"".",2022-07-11 19:55:02+00:00,happy,0.6228818893432620,0.24704230775976400,0.48830821701935300,0.5915080498369560,0.03686350170335320,0.4614917955031410
19,1546579618794090496,1546583962935365632,5454annisa,"Masih bingung sama keadaan yg ada, KA sampai di Stasiun tujuan gue, Stasiun Pemalang. Gue harus turun dong, setelah turun ditemenin Bapak A, kemudian gue dihampirin Bapak X (POLSUSKA lain yg tugas di KA Kaligung saat itu) + Kondekturnya juga. Di situ gue jelasin kronologisnya,-",2022-07-11 19:55:25+00:00,fear,0.9964026212692260,0.1992408436847080,0.915755213837027,0.1514339135071840,0.21389891205275300,0.36834864267679700
20,1546579618794090496,1546584041763131392,5454annisa,"kemudian karena KA harus segera berangkat, akhirnya gue tukeran kontak WA sama Bapak X dan dijanjikan kalau rekaman CCTV akan dilihat saat KA sampai di tujuan akhir (Stasiun Cirebon). Gue mengiyakan dan sambil nunggu-",2022-07-11 19:55:44+00:00,happy,0.9987674951553350,0.15610699813695100,0.28350731792082900,0.8911398817746010,0.2349260284619750,0.17441687816601100
21,1546579618794090496,1546584074923282432,5454annisa,dijemput di Stasiun Pemalang jujur dalam keadaan masih ngefreeze karena unexpected moment yg terjadi saat itu.,2022-07-11 19:55:52+00:00,sadness,0.9996644258499150,0.12500042903505600,0.23857561384708300,0.24599321933380700,0.2263894393718250,0.978726217363266
22,1546579618794090496,1546584439030919168,5454annisa,"sebelum KA berhenti di Stasiun Pekalongan (itu sekitar jam 06.20, 1 pemberhentian sebelum Stasiun Pemalang), setelah nyolong tas gue, si maling turun di Stasiun Pekalongan. Beliau jelasin kalau identitas si maling sulit dilacak karena posisi duduknya berpindah-",2022-07-11 19:57:19+00:00,fear,0.7453439235687260,0.5002674349945890,0.6399791977583020,0.1852712247435020,0.07652520649303800,0.4108880462097960
23,1546579618794090496,1546584466092544000,5454annisa,"pindah (bahkan di gerbong TKP aja, si maling udh sempet duduk di seat depan &amp; belakang).",2022-07-11 19:57:25+00:00,sadness,0.9982641339302060,0.27372241375311,0.3392005648766620,0.19445289923542000,0.12572607942937700,0.8962817563067940
24,1546579618794090496,1546584582350262272,5454annisa,"Terus, Bapak X jelasin kalau gue mau lihat rekaman CCTVnya bisa dilihat di bagian keamanan Stasiun Semarang Poncol. Lantas gue tanya ""kalau saya udah lihat rekamannya, terus gimana tindak lanjutnya?"",-",2022-07-11 19:57:53+00:00,fear,0.995151162147522,0.4335775092846020,0.9160208946413250,0.1496190850072870,0.1806829352219480,0.1473615020141670
25,1546579618794090496,1546584607704768512,5454annisa,Bapak X nyuruh gue  buat laporan dulu ke POLRES Kota Semarang untuk dapat bukti rekamannya.,2022-07-11 19:57:59+00:00,anger,0.9995620846748350,0.9536883908017150,0.2751383619598980,0.23052424616969400,0.21431190916705300,0.08714791132714160
26,1546579618794090496,1546584713736753152,5454annisa,"Setelah denger penjelasan beliau, jujur gue dongkol bngt, GA SOLUTIF samsek. I mean, tugas POLSUSKA buat jaga keamanan &amp; kenyamanan penumpang di KA, giliran ada kasus PENCURIAN DI DALAM KERETA, seakan-akan mau lepas tanggung jawab dengan nyuruh gue lapor sendiri ke POLRES.",2022-07-11 19:58:24+00:00,anger,0.9996507167816160,0.9762528436537790,0.1481929996997010,0.20940053170733200,0.21463672884944800,0.25731373357313200
27,1546579618794090496,1546584883442565120,5454annisa,"Saat Bapak X telpon gue, saat itu juga udah ada tunangan gue yg nemenin. Denger penjelasan Bapak X yg jauh dari solutif, dia inisiatif minta izin untuk bicara ke Bapak X. Kebetulan kerjaan tunangan gue emang ga jauh-jauh dari stasiun &amp; kereta, jadi dia cukup paham soal tugas &amp;-",2022-07-11 19:59:05+00:00,happy,0.8284915685653690,0.07472512053999200,0.23171707727229100,0.7143262853129390,0.5976520813259000,0.1239416144536840
28,1546579618794090496,1546585010005614592,5454annisa,Udah ga ada lagi yg nyuruh gue lapor ke POLRES Semarang.,2022-07-11 19:59:35+00:00,anger,0.9977210164070130,0.8761271882437980,0.19356069591879900,0.22130596281369700,0.167840415663226,0.3319573960548250
29,1546579618794090496,1546586643754127360,5454annisa,"Kelalaian ketiga yg gue temuin, KOK BISA SIH POLSUSKA GAK AWARE DENGAN KEBERADAAN PENUMPANG YG POSISI SEATNYA BERPINDAH-PINDAH?? Itu udah jelas ngelanggar aturan ya (duduk ga sesuai seatnya). POLSUSKA-",2022-07-11 20:06:04+00:00,anger,0.9997407793998720,0.9800802135255610,0.22377395013527000,0.19777056683127600,0.2149620084600290,0.1714661513558080
30,1546579618794090496,1546586682383732736,5454annisa,itu punya tugas &amp; tanggung jawab patroli secara berkala di tiap gerbong untuk jaga keamanan &amp; kenyamanan penumpang.,2022-07-11 20:06:13+00:00,anger,0.9976534247398380,0.8581042836180080,0.32637057091430200,0.27217149918906400,0.2260841758359180,0.0862260880841825
31,1546579618794090496,1546586765984612352,5454annisa,"Gue paham POLSUSKA ga mungkin ngehafalin satu persatu barang bawaan penumpang, maka dari itu kelalaian keempat ada di gue sebagai penumpang, gue kurang AWARE sama keamanan barang bawaan gue sendiri.",2022-07-11 20:06:33+00:00,sadness,0.9976102113723760,0.21865283181052600,0.40831632132518600,0.10523457436716100,0.17556073340663700,0.909293095787938
32,1546579618794090496,1546586951888691200,5454annisa,"yg gue jabarin di atas, 3/4 element yg gue sebutin ada di pihak KAI semua (petugas loket boarding, Kondektur, POLSUSKA).",2022-07-11 20:07:18+00:00,happy,0.8300830125808720,0.3963225165895130,0.27487809486419800,0.6027076391930900,0.08762400951705480,0.37587167027524800
33,1546579618794090496,1546587086337150976,5454annisa,Sekarang tas gue seisi-isinya udah HILANG DIAMBIL MALING YG DIKASIH KEBEBASAN SAMA PIHAK KAI.,2022-07-11 20:07:50+00:00,sadness,0.999681830406189,0.24483454993845500,0.1878707978650420,0.2031854605625510,0.18675431843131700,0.9716134666491810
34,1546579618794090496,1546587387668467712,5454annisa,"Di hari yg sama (10/07/2022) jam 11.34, POLSUSKA Semarang telpon gue via WA, sebut aja Bapak Y. Bapak Y minta dijelasin lagi kronologisnya, gue jelasin, dan katanya akan dibantu koordinasi dengan POLSUSKA Pekalongan (karena si maling turun di Pekalongan). Beliau juga minta-",2022-07-11 20:09:02+00:00,fear,0.5768914818763730,0.28664159278934500,0.6137170688993720,0.5744448915581650,0.18288790453627500,0.16454242943644600
35,1546579618794090496,1546587427468259328,5454annisa,"gue untuk infoin data-data yg diperluin, gue blm bisa jelasin data apa aja yg diminta, khawatir akan menghambat proses penyidikan.",2022-07-11 20:09:11+00:00,fear,0.9994812607765200,0.21020319854592000,0.9858590318733450,0.19617904764168100,0.23407976979748,0.19693047246192700
36,1546579618794090496,1546587525258416128,5454annisa,"Ga lama setelah itu, di hari yg sama jam 13.08, POLSUSKA Pekalongan telpon gue juga via WA, sebut aja Bapak Z ya, beliau tanya hal yg sama, kronologis kejadiannya, gue jelasin juga ke beliau. Terus beliau bilang ke gue via telepon, katanya sudah ada titik terang keberadaan-",2022-07-11 20:09:34+00:00,fear,0.8231217265129090,0.15253124082407200,0.6674419904919760,0.5144923115101470,0.3890206363878680,0.08777352110035590
37,1546579618794090496,1546587553901334528,5454annisa,"pelaku, kemudian gue diminta untuk buat laporan ke POLSEK terdekat. Menurut keterangan beliau, hal ini diperluin karena alasan kewenangan.",2022-07-11 20:09:41+00:00,fear,0.9394122958183290,0.47958573883702600,0.747636345074525,0.14499896067006400,0.14852310068424100,0.3172992360755190
38,1546579618794090496,1546587657492303872,5454annisa,"Gue ditemenin tunangan gue langsung berangkat ke POLSEK untuk buat laporan. Sebenernya gue udh males bngt, tapi diyakinin tunangan gue kalau gue berhenti, POLSUSKA ga bisa bantu lbh jauh, dia minta gue untuk kooperatif dulu, anggap aja usaha terakhir walaupun blm tau hasilnya-",2022-07-11 20:10:06+00:00,sadness,0.9984183311462400,0.12051415561092000,0.3632994755269240,0.24334995461453000,0.18189979482051700,0.9118653218838950
39,1546579618794090496,1546587687704199168,5454annisa,"bakalan kaya gimana. Tapi yg jelas, kalau gue ga buat laporan ke polisi, kasusnya udh akan berhenti begitu aja tanpa hasil.",2022-07-11 20:10:13+00:00,fear,0.9455835223197940,0.2543395340056960,0.8184278050453720,0.12425560706884500,0.12944172886490200,0.5244740814553650
40,1546579618794090496,1546587760760279040,5454annisa,"Sejak hari kejadian sampai sekarang, gue masih bertukar kabar dengan Bapak Y &amp; Bapak Z. Menurut keterangan beliau kasusnya masih diproses, minta doanya ya tmn-tmn semoga prosesnya beneran berjalan &amp; ada hasil.",2022-07-11 20:10:31+00:00,happy,0.6935240626335140,0.07926940327541390,0.5776024154129550,0.6404845593046840,0.2514336145542770,0.27329202544575100
41,1546579618794090496,1546587871787659264,5454annisa,"Btw tunangan gue udah ngelaporin kasus ini ke CS KAI kok, tepat setelah dia ngobrol sama Bapak X. Sehari setelahnya (11/07/2022), CS KAI telpon ke nomor HP gue (gue ga ngerti kenapa nelponnya ke gue, padahal pas tunangan gue lapor ke CS, mintanya hubungin ke nomor HP dia aja).-",2022-07-11 20:10:57+00:00,anger,0.9721686244010930,0.7959531904838330,0.20652302689872600,0.15879698911944600,0.16921633682579500,0.48418050653616300
