,id,conversation_id,created_at,username,user_id,tweet
86,1142959473603907584,1142959473603907584,2019-06-24 00:55:48+00:00,kurawa,46651600,"(Thread) 
Mengunjungi Philipine, Belajar dari sang Kontroversial Mr.  Rodrigo duterte .. Indonesiapun Pasti Bisa!!"
85,1142960391221198849,1142959473603907584,2019-06-24 00:59:27+00:00,kurawa,46651600,"2 tahun terakhir ini gue selalu menyimak langkah politik presiden philipine.. penuh kontroversi tidak kenal takut dan berani bertindak tidak populer dengan langkah opini publik maupun pemuka agama mayoritas..
Kasusnya hampir mirip dengan orang yang pernah gue buat buku/filmnya"
84,1142961202898694145,1142959473603907584,2019-06-24 01:02:40+00:00,kurawa,46651600,Kesempatan mengunjungi negeri philipine akhirnya datang juga karena ada acara bisnis kecil2an yang mengharuskan gue kesana.. acaranya sih  cuma 1-2 jam tapi gue pakai buat keliling kota berinteraksi dengan warga Manila dan Makati pada khususnya  selama 3 hari
83,1142962472611012609,1142959473603907584,2019-06-24 01:07:43+00:00,kurawa,46651600,"Negeri dengan penduduk terpadat no 12 di dunia, dengan jumlah hampir 110 juta jiwa tentu tidak gampang mengaturnya. korupsi dan kemiskinan sudah menjadi hal yang biasa disana .. negeri dengan sejarah berdarah soal suksesi kepemimpinan"
82,1142963298494640129,1142959473603907584,2019-06-24 01:11:00+00:00,kurawa,46651600,Saat gue keliling ke pemukiman padat di sekitaran Manila gue temukan kemiripan syahwat politik antara philipine dan Indonesia.. banyak sekali orang pasang poster spanduk serta posko utk jadi anggota senat/DPR.. sebuah tanda kalo jabatan politik itu nikmat dgn uang
81,1142965566325444608,1142959473603907584,2019-06-24 01:20:00+00:00,kurawa,46651600,"Philipines dan Indonesia sama2 pernah memiliki 2 presiden ""awet"" puluhan tahun yaitu Marcos dan Soeharto, dua kepala negara ini memiliki kemiripan sejarah mereka gunakan politik ""Beras Murah"" agar rakyat senang sambil menekan mereka yang kritik 😁.. jadi kalo mirip yah pantas"
80,1142966496773099521,1142959473603907584,2019-06-24 01:23:42+00:00,kurawa,46651600,Gue selalu percaya dengan teori sebab akibat.. jika saat ini kita melakukan A hampir dipastikan kedepannya akan jadi B .. makanya gue sering disebut kok Lo bisa menebak dengan benar suatu kejadian kedepannya? 😁.. bukan sihir tapi semua karena pengetahuan
79,1142967711640645632,1142959473603907584,2019-06-24 01:28:32+00:00,kurawa,46651600,"Philipines dan Indonesia  beruntung diberikan ""kesempatan"" oleh Tuhan dengan cara dikirim pemimpin yang tepat dalam beberapa tahun terakhir, dan kita juga beruntung menjadi saksi hidup ada ditengah peristiwa ini, mereka mampu merevolusi negeri dengan baik"
78,1142968711168401408,1142959473603907584,2019-06-24 01:32:30+00:00,kurawa,46651600,"Jokowi dan Duterte, dua orang mantan Walikota yang datang ke kancah nasional negara mereka adalah bukti sahih sebuah ""promosi""  jabatan publik cukup berpengaruh jika mau sukses jadi presiden..

Dan ini bisa jadi role model kedepannya walikota/Gub berprestasi layak jadi Presiden"
77,1142969835099316224,1142959473603907584,2019-06-24 01:36:58+00:00,kurawa,46651600,"Jokowi muncul tahun 2012 saat masuk jadi Gub DKI Jakarta lalu jadi presiden 2014 sementara Duterte muncul tahun 2016.. setelah lama 20 tahun lebih berputar2 di jabatan walikota/wakil Davao.

Bedanya Duterte masih ada politik dinastinya karena sang anak menggantikan dia di Davao"
