,id,conversation_id,created_at,username,user_id,tweet
108,1265530492184670216,1265530492184670216,2020-05-27 06:29:16+00:00,amflife,44272080,"Hari ini sdh lbh dari 14 hari UK melonggarkan status stay at home ordernya ke Stay Alert. Artinya sdh satu masa inkubasi virusnya. Sejak masy. UK keluar menikmati sinar matahari, kasusnya malah turun. Pdhl ketika keputusan tsb dibuat banyak yg bilang akan naik secara eksponensial https://t.co/0lCWx2NOdW"
107,1265536729873866752,1265530492184670216,2020-05-27 06:54:03+00:00,amflife,44272080,Artinya paper2 yg menyebutkan orang2 yg dipaksa utk berada dlm karantina memiliki resiko lebih tinggi untuk tertular ini benar. Sehingga jangan heran kalau beberapa negara yg sudah lockdown ketat kurvanya malah meningkat. https://t.co/6H6GvRSUPB
106,1265536731249508357,1265530492184670216,2020-05-27 06:54:03+00:00,amflife,44272080,"Data di UK ini kemungkinan akan mendorong negara2 lain akan membuka lockdownnya meskipun kurva mereka masih naik. Terlebih lagi kematian akibat dari lockdown ini lebih banyak dari nyawa yg diselamatkan. Mulai dari ancaman kelaparan, naiknya angka kematian akibat stress"
105,1265536732319100932,1265530492184670216,2020-05-27 06:54:04+00:00,amflife,44272080,Resiko kematian akibat penyakit2 lainnya. Data di UK menunjukkan referal cancer turun hingga 75% karena pasien menunda utk memeriksakan diri ke RS. Artinya begtu pandemi ini berakhir akan ada lonjakan pasien cancer dlm stadium lanjut. https://t.co/oZOQSve4H0
104,1265536733531250689,1265530492184670216,2020-05-27 06:54:04+00:00,amflife,44272080,Resiko kasus2 kasus kematian akibat penyakit lainnya juga dikhawatirkan tinggi. Kunjungan pasien non covid menurun yg membuat hospital ward di UK cenderung kosong.  Hal ini disebabkan masykhawatir akan tertular dan jg RS lebih mengutamakan penderita COVID https://t.co/JEF4sgzWW3
103,1265536734764380162,1265530492184670216,2020-05-27 06:54:04+00:00,amflife,44272080,Bisa dibayangkan untuk negara2 yg masih punya banyak masalah kesehatan seperti India dan Indonesia. Angka penderita TBC di kedua negara ini masih tinggi. Belum lg masalah lainnya spt DBD dan malaria. Artinya banyak orang yg menunda untuk ke RS ketika merasakan gejala penyakit ini
102,1265536735859138570,1265530492184670216,2020-05-27 06:54:05+00:00,amflife,44272080,Belum lagi resiko generation lost akibat anak2 yg berhenti dibawa kerumah sakit oleh orang tua mereka karena COVID. UNICEF sudah mengingatkan 1 juta anak2 beresiko kematian karena lockdown. Salah satu negara yg disorot adalah Indonesia. https://t.co/aRSgzOpxsA
100,1265571526591512576,1265530492184670216,2020-05-27 09:12:19+00:00,amflife,44272080,"@Septian_Reno123 Mungkin penjabaran dari the economist ini bisa membantu.
https://t.co/XYm6w9MOVE"
98,1265577605408919554,1265530492184670216,2020-05-27 09:36:29+00:00,amflife,44272080,@Johanzrc Ya masalahnya ga semua daerah bisa utk melakukan ini
97,1265599668655923202,1265530492184670216,2020-05-27 11:04:09+00:00,amflife,44272080,@Fitra_Fdhlh Rasa takut memang lebih kena di otak kita mas. Karena bagian dari survival instinct
