,id,conversation_id,created_at,username,user_id,tweet
75,1245595229127729153,1245595229127729153,2020-04-02 06:13:39+00:00,fadlizon,79139422,"IRONIS, KITA SEDANG KRISIS KESEHATAN, TAPI PORSI TERBESAR DANA PENANGGULANGAN COVID-19 JUSTRU UNTUK MEMBERI INSENTIF PENGUSAHA. (a thread) #COVID19indonesia"
74,1245595232432881665,1245595229127729153,2020-04-02 06:13:40+00:00,fadlizon,79139422,"Setelah satu bulan berlalu sejak kasus pertama Covid-19 diumumkan, Selasa, 31 Maret 2020, Pemerintah akhirnya memberi respon lebih serius terhadap penanganan wabah dgn mengeluarkan tiga kebijakan sekaligus yaitu;"
73,1245595237201797120,1245595229127729153,2020-04-02 06:13:41+00:00,fadlizon,79139422,"1) Peraturan Pemerintah (PP) No. 21/2020 tentang Pembatasan Sosial Berskala Besar, (2) Keputusan Presiden (Keppres) No. 11/2020 tentang Penetapan Kedaruratan Kesehatan Masyarakat,"
72,1245595240557187072,1245595229127729153,2020-04-02 06:13:42+00:00,fadlizon,79139422,"3) Peraturan Pengganti Undang-Undang (Perppu) No. 
1/2020 ttg Kebijakan Keuangan Negara dan Stabilitas Sistem Keuangan untuk Penanganan Pandemi Covid-19 dan/atau Dalam Rangka Menghadapi Ancaman yg Membahayakan Perekonomian Nasional dan/atau Stabilitas Sistem Keuangan."
71,1245595243040215042,1245595229127729153,2020-04-02 06:13:42+00:00,fadlizon,79139422,"Melalui kebijakan yg dirilis dua hari lalu, Pemerintah tak jadi menetapkan status darurat sipil sebagaimana diwacanakan Presiden sehari sebelumnya.  #Covid19Indonesia"
70,1245595245749735425,1245595229127729153,2020-04-02 06:13:43+00:00,fadlizon,79139422,"Status karantina wilayah yg sempat  diwacanakan Menko Polhukam, juga tak  diberlakukan. Sebagai gantinya, melalui Keppres No. 11/2020, Presiden akhirnya memilih status “Pembatasan Sosial Berskala Besar”, atau PSBB, untuk mengatasi penyebaran pandemi Covid-19."
69,1245595252674555904,1245595229127729153,2020-04-02 06:13:44+00:00,fadlizon,79139422,"Terkait soal Keppres, pertama, sy mengapresiasi poin pembatalan status darurat sipil. Artinya, Pemerintah  masih mendengarkan kritik yg disampaikan  masyarakat. Darurat sipil jelas bukan resep melawan Covid-19 dan pasti akan ditolak banyak kalangan."
68,1245597806657585153,1245595229127729153,2020-04-02 06:23:53+00:00,fadlizon,79139422,"Selain itu, sdh tepat Surat Edaran BPTJ (Badan Pengelola Transportasi Jabodetabek) mengenai pembatasan penggunaan moda transportasi, baik transportasi publik maupun kendaraan pribadi,"
67,1245597810847670274,1245595229127729153,2020-04-02 06:23:54+00:00,fadlizon,79139422,"yang berlaku untuk moda transportasi kereta api, kereta rel listrik, serta bus, baik di jalan tol maupun di jalan arteri nasional, selama masa pandemik Covid-19."
66,1245597814383456262,1245595229127729153,2020-04-02 06:23:55+00:00,fadlizon,79139422,"Meski secara verbal Pemerintah pusat menolak istilah ‘lockdown’, serta menolak proposal penutupan akses transportasi ke ibukota yg diajukan oleh Gubernur DKI Jakarta, namun dalam praktiknya saya kira pembatasan itu pada akhirnya tak terhindarkan."
65,1245597816300294146,1245595229127729153,2020-04-02 06:23:56+00:00,fadlizon,79139422,"Namun, ini yang kedua, berubah-ubahnya sikap dan wacana yang dilemparkan Pemerintah untuk mengatasi wabah Covid-19, sangat kentara sekali menunjukkan lemahnya komitmen dan inisiatif Pemerintah."
64,1245597818825216000,1245595229127729153,2020-04-02 06:23:56+00:00,fadlizon,79139422,"Contohnya, semula mereka menolak tuntutan ‘lockdown’, namun minggu lalu mereka membuka opsi karantina wilayah, yang secara substantif sebenarnya tak berbeda. #COVID19indonesia"
63,1245597820586831872,1245595229127729153,2020-04-02 06:23:57+00:00,fadlizon,79139422,"Belum seminggu wacana karantina wilayah dilempar, Presiden kemudian membuka opsi baru lagi, berupa darurat sipil. Tapi belum sehari wacana tsb digelar, muncul barang baru, yaitu status PSBB yg kemarin akhirnya dieksekusi."
62,1245597825481584641,1245595229127729153,2020-04-02 06:23:58+00:00,fadlizon,79139422,Kita sama-sama bisa melihat betapa kacaunya proses pengambilan keputusan di dapur Istana. Siapakah “koki” pengambilan keputusan di dapur Istana? Terlihat pemerintah gamang dan amatiran. Menteri Kesehatan juga tak kelihatan lagi di depan publik. Apa yang terjadi?
61,1245597827603894273,1245595229127729153,2020-04-02 06:23:58+00:00,fadlizon,79139422,"Meskipun opsi penanganan wabah Covid-19 berubah-ubah, namun saya melihat posisi Pemerintah sebenarnya tak bergeser."
60,1245597831231983620,1245595229127729153,2020-04-02 06:23:59+00:00,fadlizon,79139422,"Seperti sy sampaikan beberapa hari lalu, mereka hanya sedang berusaha mengelak dari tanggung jawab untuk memenuhi kebutuhan hidup masyarakat selama periode karantina. Itu saja."
59,1245597847547834368,1245595229127729153,2020-04-02 06:24:03+00:00,fadlizon,79139422,"Semua akrobat wacana yg disampaikan, intinya hanya itu. Sebab, kalau kita baca UU No. 6/2018 tentang Karantina Kesehatan, dengan status “Pembatasan Sosial Berskala Besar”, maka kewajiban Pemerintah untuk menyediakan kebutuhan hidup masyarakat memang jadi gugur."
58,1245597850311909376,1245595229127729153,2020-04-02 06:24:04+00:00,fadlizon,79139422,"Padahal masyarakat, khususnya yg kurang beruntung, sangat memerlukan insentif serta bantuan logistik dan bantuan tunai. Negara-negara lain yg kapitalis sekalipun juga melakukannya."
57,1245597853038170121,1245595229127729153,2020-04-02 06:24:04+00:00,fadlizon,79139422,"Yang menarik, selain menerbitkan PP No. 21/2020, sebagai turunan UU No. 6/2018; serta Keppres No. 21/2020, sebagai sikap resmi Pemerintah atas kondisi darurat kesehatan yg tengah berlangsung;"
56,1245597864656396291,1245595229127729153,2020-04-02 06:24:07+00:00,fadlizon,79139422,"Pemerintah juga menyelipkan Perppu No. 1/2020. Saya kira Perppu ini harus dilihat secara hati-hati dan kritis, jangan sampai ada yg menunggangkan kepentingannya di belakang krisis yg tengah berlangsung."
55,1245597866917126146,1245595229127729153,2020-04-02 06:24:08+00:00,fadlizon,79139422,"Setidaknya ada beberapa masalah awal yang saya catat. Pertama, dalam Pasal 27 Perppu No. 1/2020 disebutkan jika segala tindakan serta keputusan yg diambil berdasarkan Perppu tsb tak boleh dianggap sebagai kerugian negara,"
54,1245597890782744576,1245595229127729153,2020-04-02 06:24:13+00:00,fadlizon,79139422,"sehingga para pejabat yang terlibat di dalamnya tak bisa digugat, baik secara perdata, secara pidana, maupun melalui peradilan tata usaha negara. Menurut saya, klausul ini sangat tak lazim, bahkan di tengah situasi krisis sekalipun."
53,1245597893680975874,1245595229127729153,2020-04-02 06:24:14+00:00,fadlizon,79139422,Adanya klausul tersebut justru memunculkan kecurigaan: memangnya Pemerintah mau ngapain dengan Perppu ini?
52,1245597897040642048,1245595229127729153,2020-04-02 06:24:15+00:00,fadlizon,79139422,"Kedua, dari tambahan belanja dan pembiayaan APBN 2020 sebesar Rp405,1 triliun untuk penanganan dampak Covid-19, ada empat poin yg diajukan pemerintah, yaitu (1) kesehatan, (2) social safety net, (3) insentif perpajakan, dan (4) program pemulihan ekonomi nasional."
51,1245597899246858241,1245595229127729153,2020-04-02 06:24:15+00:00,fadlizon,79139422,"Dari empat poin itu, kalau kita baca penjabarannya, insentif perpajakan dan program pemulihan ekonomi nasional besarannya mencapai Rp220,1 triliun, atau sekitar 54,3 persen dari total tambahan belanja tadi."
50,1245597901415301121,1245595229127729153,2020-04-02 06:24:16+00:00,fadlizon,79139422,"Lho, ini kan ini kondisi darurat kesehatan, tapi kenapa belanja terbesarnya justru dialokasikan sebagai insentif ekonomi bagi para pengusaha?!"
49,1245597903613091843,1245595229127729153,2020-04-02 06:24:16+00:00,fadlizon,79139422,"Ketiga, sy baca ternyata draf Omnibus Law Perpajakan telah dimasukkan ke dalam Perppu, di mana korporasi akan dapat potongan PPh badan dari semula 25 persen menjadi 20 persen untuk tahun 2020 dan 2021, serta menjadi 20 persen di tahun 2022."
48,1245597905815134209,1245595229127729153,2020-04-02 06:24:17+00:00,fadlizon,79139422,"Menurut sy, secara etika ketatanegaraan ini agak bermasalah. Melalui Omnibus Law perpajakan Pemerintah ingin memotong ketentuan sejumlah undang-undang. Belum lagi Omnibus Law ini dibahas, ketentuannya sudah akan digunting oleh Perppu Corona."
47,1245597908478472193,1245595229127729153,2020-04-02 06:24:18+00:00,fadlizon,79139422,"Secara prinsip saya setuju dunia usaha perlu diberi insentif di tengah krisis. Namun, kita melihat Perppu ini, misalnya, tidak melakukan apapun bagi wajib pajak kaya perorangan."
46,1245597910781153281,1245595229127729153,2020-04-02 06:24:18+00:00,fadlizon,79139422,"Padahal, ini adlh waktunya Pemerintah menggalang solidaritas golongan superkaya di Indonesia. Jangan hanya orang-orang miskin dan menengah ke bawah saja yg diharapkan solidaritasnya."
45,1245597912802816000,1245595229127729153,2020-04-02 06:24:19+00:00,fadlizon,79139422,"Keempat, sebelum Perppu ini lahir, sy membaca Pemerintah akan memberi kucuran uang langsung ke perusahaan lewat penerbitan surat utang yg akan dibeli oleh Bank Indonesia. Frame-nya adlh penerbitan surat utang pemulihan, atau ‘recovery bonds’, bagi dunia usaha terdampak Covid-19."
44,1245599995736121344,1245595229127729153,2020-04-02 06:32:35+00:00,fadlizon,79139422,"Dana dari penerbitan surat utang ini rencananya akan disalurkan kepada dunia usaha melalui pemberian kredit khusus dengan bunga ringan. Bagi pengusaha yang ingin mendapatkan kredit khusus ini, ada syarat yg ditetapkan Pemerintah."
43,1245600021321379841,1245595229127729153,2020-04-02 06:32:41+00:00,fadlizon,79139422,"Syaratnya adlh tidak boleh ada PHK. Kalau pun ada karyawannya yg harus kena PHK, maka perusahaan harus mempertahankan 90% karyawannya dengan gaji tidak berkurang dari sebelumnya."
42,1245600023879888896,1245595229127729153,2020-04-02 06:32:42+00:00,fadlizon,79139422,"Menurut saya, itu skema kredit yang naif. Kalau kita lihat, itu kan tak ada bedanya seperti pemberian BLBI (Bantuan Likuiditas Bank Indonesia) pada saat krisis 1998 dulu."
41,1245600026790772737,1245595229127729153,2020-04-02 06:32:43+00:00,fadlizon,79139422,"Alih-alih berputar menggerakkan roda perekonomian dlm negeri, duit kredit justru potensial dilarikan ke luar negeri seperti zaman dulu. Jadi, skema ‘recovery bonds’ itu sy kira harus ditolak."
40,1245600028887932929,1245595229127729153,2020-04-02 06:32:43+00:00,fadlizon,79139422,Harus ada jaminan bahwa insentif itu untuk kepentingan perusahaan dan tenaga kerja dalam negeri.
39,1245600031228362753,1245595229127729153,2020-04-02 06:32:44+00:00,fadlizon,79139422,"Dari empat poin tambahan belanja dan pembiayaan yg totalnya Rp405,1 triliun tadi, saya melihat poin terakhir mengenai pembiayaan dalam rangka mendukung program pemulihan ekonomi nasional yang nilainya mencapai Rp150 triliun perlu betul-betul diawasi."
38,1245600058185142277,1245595229127729153,2020-04-02 06:32:50+00:00,fadlizon,79139422,"Sebab, dari bahan paparan Menteri Keuangan yang saya pegang, hanya poin itu yang tak ada penjelasannya, padahal porsinya mencapai 37 persen."
37,1245600061137932296,1245595229127729153,2020-04-02 06:32:51+00:00,fadlizon,79139422,"Kembali ke soal tanggap darurat wabah Covid-19, prioritas Pemerintah mestinya menyelamatkan masyarakat, baru kemudian perekonomian."
36,1245600065378324481,1245595229127729153,2020-04-02 06:32:52+00:00,fadlizon,79139422,"Dengan dalih resesi global akibat perang dagang, para pengusaha-kroni kemarin telah berhasil mendiktekan kepentingannya dalam draf Omnibus Law Cipta Kerja."
35,1245600070654812163,1245595229127729153,2020-04-02 06:32:53+00:00,fadlizon,79139422,"Jangan sampai krisis akibat wabah ini kemudian ditunggangi juga untuk menyelamatkan kepentingan ekonomi mereka, bukan untuk menyelamatkan rakyat banyak."
34,1245600077315313665,1245595229127729153,2020-04-02 06:32:55+00:00,fadlizon,79139422,"Untuk menyelamatkan rakyat, sy kira yg harus dilakukan Pemerintah adalah segera tarik Omnibus Law Cipta Kerja, batalkan agenda pemindahan ibukota, termasuk proyek-proyek infrastruktur yg tak masuk akal lainnya."
33,1245600079437656064,1245595229127729153,2020-04-02 06:32:55+00:00,fadlizon,79139422,"Gunakan anggarannya untuk penanganan Covid-19 dan pemulihan ekonomi rakyat. Sebab, di dalam Perppu itu sy membaca bukannya memotong anggaran infrastruktur dan pemindahan ibukota, Pemerintah malah memotong dana abadi pendidikan. Ini kan tdk benar."
32,1245600096441348097,1245595229127729153,2020-04-02 06:32:59+00:00,fadlizon,79139422,"Sekali lagi, ada hal-hal yang bisa kita apresiasi dari rilis kebijakan Pemerintah kemarin, namun banyak juga yang harus dikritisi."
